ID,Address,Suburb,Price,Type,Date,Rooms,Bathroom,Car,Landsize,Age,Lattitude,Longtitude,train_station_id,distance_to_train_stat,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average
ID983210420,33 Green St,AIRPORT WEST,720000.0,h,8/04/2017,3,2.0,2.0,305.0,11.0,-37.7284,144.8874,20033,3221.4976261612574,34.0,0,1214.6666666666667,5603.666666666667,375.3333333333333
ID416368578,41 Kensington Rd,KENSINGTON,902500.0,h,22/04/2017,3,1.0,1.0,0.0,16.0,-37.7954,144.9259,20041,444.95555047322915,17.0,0,288.0,712.0,75.66666666666667
ID607467764,5 Taylor St,ASHBURTON,1860000.0,h,27/11/2016,4,2.0,3.0,696.0,19.0,-37.8711,145.0746,19847,541.3973535351237,31.666666666666668,0,1654.0,9119.666666666666,550.0
ID193391350,1 Maitland St,GLEN IRIS,2825000.0,h,17/09/2016,3,2.0,4.0,885.0,109.0,-37.8577,145.0421,19911,928.3268890883514,31.666666666666668,0,1923.6666666666667,8979.333333333334,620.3333333333334
ID850279946,27 Hammond Dr,EPPING,490000.0,h,8/07/2017,3,1.0,1.0,597.0,7.0,-37.64166,145.02885,20005,1199.3637194790524,45.22222222222222,0,2006.6666666666667,7754.333333333333,1051.3333333333333
ID458409817,4 Sapphire St,FOREST HILL,1372000.0,h,1/07/2017,4,1.0,2.0,866.0,49.0,-37.83816,145.17783,19899,1971.3758026318458,31.666666666666668,0,2006.6666666666667,7754.333333333333,1051.3333333333333
ID442683406,2/42 Sapphire St,NIDDRIE,815000.0,u,30/07/2016,3,2.0,2.0,203.0,69.0,-37.7465,144.8867,20037,2803.8505821148856,24.0,0,71.0,261.0,20.0
ID339871675,1/24 Daniel St,BURWOOD,975000.0,t,8/04/2017,3,2.0,2.0,267.0,7.0,-37.8463,145.1071,19849,2409.4717717123467,28.666666666666668,0,941.3333333333334,5813.0,575.6666666666666
ID698812154,45 Chesterville Dr,BENTLEIGH EAST,900000.0,h,26/07/2016,4,1.0,2.0,741.0,69.0,-37.9229,145.0673,19939,2730.113332536468,35.15384615384615,0,925.6666666666666,4701.333333333333,308.6666666666667
ID726895928,17 Empress Rd,SURREY HILLS,2180000.0,h,27/11/2016,3,1.0,2.0,441.0,109.0,-37.8204,145.0887,19894,434.10723601592827,25.76923076923077,1,2403.6666666666665,5212.333333333333,586.6666666666666
ID965013470,4/170 Church St,BRIGHTON,1296000.0,u,12/08/2017,3,1.0,2.0,0.0,57.0,-37.91733,144.99747,19951,265.15758757785505,26.5,0,2897.3333333333335,11243.0,942.0
ID222773131,39 Blandford St,WEST FOOTSCRAY,991000.0,h,19/11/2016,3,1.0,4.0,495.0,14.0,-37.7958,144.8774,20023,966.0639910017652,19.4,0,268.3333333333333,736.0,128.33333333333334
ID924390202,5 Birdwood St,RESERVOIR,1120000.0,h,18/03/2017,3,1.0,2.0,744.0,54.0,-37.7285,144.9961,20011,587.5712358577591,31.2,1,885.0,1901.0,227.66666666666666
ID615301691,5 Democrat Dr,THE BASIN,700000.0,h,23/09/2017,3,2.0,3.0,795.0,39.0,-37.85229,145.30281000000005,19869,1856.8314357127513,48.18181818181818,0,502.6666666666667,1662.6666666666667,118.66666666666667
ID285994530,8 Susan Ct,MOUNT WAVERLEY,1408000.0,h,23/09/2017,4,2.0,2.0,692.0,49.0,-37.86445,145.12538,19875,1225.5754677180012,48.18181818181818,0,1471.0,7759.666666666667,779.6666666666666
ID316826740,75 Normanby Rd,CAULFIELD NORTH,1925000.0,h,12/08/2017,4,2.0,2.0,494.0,119.0,-37.87206,145.03512,19944,824.5750713723934,20.8,0,1593.3333333333333,6648.333333333333,530.0
ID951074185,2/7 Bradley Dr,MILL PARK,428000.0,h,24/06/2017,2,1.0,1.0,389.0,14.0,-37.65623,145.07431,45795,1015.3741098493736,49.22222222222222,0,1508.3333333333333,6073.0,553.6666666666666
ID850045505,5/367 Lower Plenty Rd,VIEWBANK,440000.0,u,16/07/2016,3,1.0,1.0,416.0,44.0,-37.7321,145.0828,19983,1380.1840655344752,34.75,0,584.3333333333334,2731.6666666666665,211.66666666666666
ID446668627,75 Graham St,ALBERT PARK,1110000.0,h,6/08/2016,2,1.0,0.0,147.0,119.0,-37.8444,144.9484,20043,2924.135328335524,0.0,0,1202.0,5034.333333333333,333.0
ID616052570,271 Scoresby Rd,BORONIA,2020000.0,h,3/06/2017,5,3.0,0.0,2735.0,44.0,-37.86625,145.26317,19869,1972.9952016004825,48.18181818181818,0,59.0,124.0,5.333333333333333
ID453853590,27 Cameron Dr,HOPPERS CROSSING,535000.0,h,17/06/2017,3,1.0,2.0,603.0,49.0,-37.8688,144.68768,19922,1989.3010537096482,32.142857142857146,0,512.0,1119.6666666666667,175.66666666666666
ID488996258,8/294 Nicholson St,SEDDON,215000.0,u,22/05/2016,1,1.0,1.0,0.0,99.0,-37.8087,144.8978,19997,190.24643847363006,10.357142857142858,0,824.6666666666666,1890.3333333333333,159.33333333333334
ID895209611,11/139 Napier St,ESSENDON,410000.0,u,24/06/2017,2,1.0,1.0,0.0,54.0,-37.75122,144.91805,20036,513.7297326326179,27.0,0,330.3333333333333,1855.0,82.0
ID775425369,21/62 Wattletree Rd,ARMADALE,821000.0,u,12/08/2017,2,2.0,1.0,3093.0,13.0,-37.86165,145.02148,19945,608.7795299206499,19.214285714285715,0,2494.6666666666665,11307.0,1410.0
ID588475424,9 Montgomery St,BRIGHTON EAST,2820000.0,h,27/11/2016,4,4.0,4.0,509.0,59.0,-37.9172,145.0214,19939,1369.759857988528,35.15384615384615,0,2744.3333333333335,10289.666666666666,780.0
ID617374017,29 Moonee Bvd,GLENROY,570000.0,h,24/09/2016,3,2.0,2.0,585.0,44.0,-37.6977,144.9071,20031,822.1049633730277,38.0,0,1683.6666666666667,8938.666666666666,509.3333333333333
ID731352791,80 Gowrie St,GLENROY,780000.0,h,17/06/2017,3,1.0,2.0,697.0,59.0,-37.69795,144.94285,19961,1443.6822647990534,39.0,0,1841.6666666666667,9184.666666666666,533.3333333333334
ID275171027,1/15 Chenies St,RESERVOIR,450000.0,u,22/05/2016,3,1.0,2.0,179.0,17.0,-37.7108,145.0289,20009,1737.317008199591,35.2,0,824.6666666666666,1890.3333333333333,159.33333333333334
ID728370494,4 Albany Pl,BULLEEN,1303000.0,h,4/03/2017,4,2.0,2.0,670.0,39.0,-37.7695,145.0869,19935,2689.886241145446,29.823529411764707,0,941.3333333333334,5813.0,575.6666666666666
ID847606439,4 Daley St,BENTLEIGH,1370000.0,h,16/07/2016,3,1.0,2.0,624.0,69.0,-37.9256,145.0374,19938,176.74164985422627,36.84615384615385,0,925.6666666666666,4701.333333333333,308.6666666666667
ID678087293,7/80 Hopetoun Av,BRUNSWICK WEST,400000.0,u,29/07/2017,2,2.0,1.0,0.0,79.0,-37.75201,144.9336,20035,1088.2109387820135,29.0,0,941.3333333333334,5813.0,575.6666666666666
ID377217922,28 Through Rd,RINGWOOD NORTH,750000.0,h,24/06/2017,3,1.0,1.0,446.0,64.0,-37.7987,145.23032,19902,1916.8384678175846,38.41379310344828,0,119.33333333333333,452.3333333333333,22.0
ID292166233,1411 Dandenong Rd,MALVERN EAST,1290000.0,h,13/05/2017,4,2.0,2.0,395.0,109.0,-37.8914,145.0842,19918,694.8149075177397,27.35483870967742,0,717.3333333333334,1763.0,318.6666666666667
ID695331891,6 Audrey Cr,GLEN IRIS,3000000.0,h,9/09/2017,5,3.0,2.0,775.0,84.0,-37.85855,145.07775,19848,494.45162517460363,30.666666666666668,0,2047.6666666666667,9171.0,742.3333333333334
ID173224617,66 McNamara St,PRESTON,1148000.0,h,12/08/2017,4,1.0,2.0,552.0,79.0,-37.72879,144.98538,20011,1531.8949529666475,31.2,0,705.3333333333334,5479.666666666667,335.0
ID427524591,279 Mansfield St,THORNBURY,900000.0,h,22/08/2016,2,1.0,1.0,497.0,59.0,-37.7585,145.0226,20014,2149.2811709819844,25.3,0,2403.6666666666665,5212.333333333333,586.6666666666666
ID901971046,2/11 French St,THOMASTOWN,542000.0,u,1/07/2017,3,2.0,2.0,213.0,49.0,-37.67748,145.01791,20007,451.1804263373579,40.22222222222222,0,502.6666666666667,1662.6666666666667,118.66666666666667
ID892578775,1/30 Boyd St,DANDENONG NORTH,617000.0,u,29/07/2017,4,3.0,2.0,279.0,11.0,-37.96769000000001,145.21732,19889,2544.95436521268,46.0,0,1083.6666666666667,3612.6666666666665,368.3333333333333
ID628605913,4/3 MacKenzie St,CHELTENHAM,425000.0,u,1/07/2017,2,1.0,1.0,0.0,6.0,-37.97143,145.05219,19866,571.2437708778921,42.125,0,1288.3333333333333,4242.333333333333,480.0
ID890318510,503/99 Nott St,PORT MELBOURNE,456000.0,u,19/11/2016,1,1.0,1.0,0.0,12.0,-37.8405,144.9385,22180,2756.330299957454,0.0,0,659.0,5219.333333333333,338.3333333333333
ID791844681,6 Irene Pl,PRAHRAN,1530000.0,h,18/03/2017,3,1.0,0.0,231.0,49.0,-37.8498,145.0039,19947,600.1011994761135,16.214285714285715,0,705.3333333333334,5479.666666666667,335.0
ID722953754,3/28 Avoca Av,ELWOOD,930000.0,u,29/07/2017,2,1.0,1.0,837.0,89.0,-37.87307,144.98635,19956,745.0519148574322,17.5,1,1666.0,9333.666666666666,523.0
ID912488629,3 Seaton Rd,HIGHETT,1430000.0,h,24/06/2017,4,2.0,1.0,590.0,19.0,-37.94549,145.03332,19872,818.7129907409038,40.166666666666664,0,2837.0,9343.666666666666,1212.6666666666667
ID242008650,89A New St,SOUTH KINGSVILLE,730000.0,t,29/07/2017,3,2.0,2.0,340.0,19.0,-37.83172,144.86683,19995,1683.893629914555,14.333333333333334,0,987.3333333333334,2150.3333333333335,212.0
ID706170762,2/872 Drummond St,CARLTON NORTH,765000.0,t,8/10/2016,2,1.0,1.0,1031.0,49.0,-37.784,144.9715,19969,1507.1569463559413,24.333333333333332,0,3703.6666666666665,18944.0,2039.3333333333333
ID216617309,3 Lyall Dr,WERRIBEE,490000.0,h,3/06/2017,3,2.0,4.0,1022.0,14.0,-37.90811,144.64373,19921,1810.3418823194183,35.142857142857146,0,98.66666666666667,190.66666666666666,19.0
ID999518055,9 Arthur St,DONCASTER,1355000.0,h,29/04/2017,3,1.0,1.0,814.0,54.0,-37.7909,145.1309,20042,3260.8744853206445,25.775,0,1666.0,9333.666666666666,523.0
ID661690454,91 Princess St,KEW,2800000.0,h,23/04/2016,4,1.0,0.0,919.0,27.0,-37.8012,145.0297,19904,2332.5861338984596,15.666666666666666,0,271.6666666666667,771.6666666666666,74.0
ID875333620,86 Cramer St,PRESTON,1150000.0,h,27/11/2016,3,1.0,4.0,728.0,99.0,-37.7392,144.9937,20012,603.3871402218487,28.3,0,659.0,5219.333333333333,338.3333333333333
ID142484632,14 Jenkins St,NORTHCOTE,1400000.0,h,28/08/2016,3,1.0,2.0,582.0,87.0,-37.7651,145.0062,20015,812.3027727296469,23.3,0,136.33333333333334,302.6666666666667,42.0
ID567174363,15 Genoa St,MOORABBIN,937000.0,h,10/09/2016,3,2.0,1.0,534.0,59.0,-37.9426,145.0568,19872,1462.1074669904472,40.166666666666664,0,71.0,261.0,20.0
ID827963429,4/20 William St,ESSENDON,435000.0,u,19/11/2016,2,1.0,1.0,0.0,49.0,-37.7461,144.9079,20036,1154.31165822215,27.0,0,334.6666666666667,1407.6666666666667,88.33333333333333
ID654376445,30 Moorhouse St,CAMBERWELL,2990000.0,h,20/05/2017,4,2.0,2.0,742.0,22.0,-37.8284,145.0673,19892,289.7140801934152,21.785714285714285,0,3767.6666666666665,18925.0,2042.3333333333333
ID371596448,25 Moodemere St,NOBLE PARK,802000.0,h,27/05/2017,3,1.0,1.0,818.0,39.0,-37.97712,145.17516,19890,1111.6860906751103,44.34615384615385,0,84.66666666666667,371.6666666666667,13.0
ID848330253,176 Were St,BRIGHTON,1562500.0,h,10/09/2016,5,2.0,2.0,655.0,94.0,-37.9264,145.0044,19949,1314.1136272033486,31.5,0,2744.3333333333335,10289.666666666666,780.0
ID895506971,13 Patterson St,PRESTON,790000.0,h,26/07/2016,2,1.0,1.0,266.0,94.0,-37.7423,145.0105,20012,966.6438139869166,28.3,0,659.0,5219.333333333333,338.3333333333333
ID724519305,14 Beths St,BENTLEIGH,2700000.0,h,17/06/2017,4,4.0,2.0,673.0,84.0,-37.91888,145.04775,19939,958.2541008656394,35.15384615384615,0,959.0,4476.666666666667,324.0
ID244815435,2 Fairbank Pl,MELTON WEST,355000.0,h,3/06/2017,5,2.0,2.0,666.0,43.0,-37.67523,144.55833,19980,3364.866623404251,39.6,0,50.333333333333336,68.0,12.0
ID597143584,70 Wetherby Rd,DONCASTER,1410000.0,h,19/08/2017,3,1.0,2.0,723.0,24.0,-37.79309,145.14287,19898,3068.4280207786455,30.307692307692307,0,1666.0,9333.666666666666,523.0
ID848143345,1/52 Leila Rd,CARNEGIE,1275000.0,u,3/06/2017,3,2.0,2.0,750.0,35.0,-37.90092,145.04924,19941,883.2049257044938,32.15384615384615,0,3767.6666666666665,18925.0,2042.3333333333333
ID788941919,1/68 Bridge St,NORTHCOTE,312000.0,u,14/05/2016,1,1.0,1.0,0.0,59.0,-37.7783,144.9954,20017,219.46296866263907,19.3,0,136.33333333333334,302.6666666666667,42.0
ID746274748,86 Dendy St,BRIGHTON,3105000.0,h,28/08/2016,5,2.0,2.0,1045.0,89.0,-37.9205,145.0012,19951,736.1910225057064,26.5,1,2744.3333333333335,10289.666666666666,780.0
ID958096154,15 Prior Rd,MALVERN EAST,1335000.0,h,27/11/2016,3,2.0,2.0,606.0,54.0,-37.8831,145.0879,19839,998.1626017910631,26.5,0,610.0,1743.6666666666667,228.0
ID287671169,24 Sylvia St,BLACKBURN SOUTH,1291000.0,h,8/07/2017,3,2.0,2.0,548.0,49.0,-37.84453,145.14446,19897,2664.3129274886733,30.818181818181817,0,990.0,3070.0,411.0
ID927596527,13 McKay St,RICHMOND,1150000.0,h,8/10/2016,3,1.0,0.0,176.0,119.0,-37.8116,145.0042,19977,1037.5879266761901,10.235294117647058,0,824.6666666666666,1890.3333333333333,159.33333333333334
ID559394283,380 Ross St,PORT MELBOURNE,1388000.0,t,17/06/2017,3,2.0,2.0,104.0,4.0,-37.83165,144.94411000000005,22180,1656.053481553522,0.0,0,705.3333333333334,5479.666666666667,335.0
ID609087223,8/3 Miller St,FITZROY NORTH,750000.0,t,18/03/2017,2,2.0,2.0,0.0,17.0,-37.7761,144.9792,20017,1227.2740026518272,19.3,0,2047.6666666666667,9171.0,742.3333333333334
ID487272415,4/73 Flinders St,THORNBURY,470000.0,u,3/12/2016,2,1.0,1.0,0.0,49.0,-37.7561,145.0067,20014,724.846118069396,25.3,0,2403.6666666666665,5212.333333333333,586.6666666666666
ID725780040,3 Curtin Ct,ALTONA,931000.0,h,28/08/2016,4,2.0,3.0,532.0,49.0,-37.8637,144.8365,19927,605.0488701877134,24.428571428571427,0,2489.6666666666665,11817.333333333334,1268.6666666666667
ID283886613,8/15 Herbert St,ST KILDA,640000.0,u,3/12/2016,2,1.0,1.0,1055.0,49.0,-37.8715,144.9827,19956,976.1484177005112,17.5,1,1363.6666666666667,6287.666666666667,564.3333333333334
ID464856643,40 Tarneit Rd,WERRIBEE,597000.0,h,29/07/2017,3,1.0,1.0,672.0,6.0,-37.89402000000001,144.66276000000005,19921,613.6346124202104,35.142857142857146,1,98.66666666666667,190.66666666666666,19.0
ID300637971,4/1 Howe St,MURRUMBEENA,745500.0,t,30/07/2016,2,1.0,1.0,186.0,39.0,-37.8947,145.0722,19918,477.87022920795835,27.35483870967742,0,268.3333333333333,736.0,128.33333333333334
ID272170684,5 Charlton St,MOUNT WAVERLEY,1800000.0,h,15/07/2017,3,2.0,2.0,747.0,34.0,-37.88256,145.12518,19875,851.4947105049478,27.35483870967742,0,1471.0,7759.666666666667,779.6666666666666
ID717712948,19 Gordon Gr,MALVERN,2000000.0,h,13/05/2017,3,1.0,2.0,360.0,9.0,-37.8636,145.0301,19944,303.73340188764774,20.8,0,717.3333333333334,1763.0,318.6666666666667
ID767590622,8 Cabernet Cr,BUNDOORA,940000.0,h,26/08/2017,5,3.0,2.0,593.0,94.0,-37.68878,145.05795,19984,3357.978396188501,37.666666666666664,0,684.0,1695.6666666666667,161.0
ID883204180,53 Mangalore St,TRAVANCORE,1740000.0,h,22/05/2016,4,3.0,2.0,650.0,94.0,-37.7796,144.935,20040,1010.260607172651,18.0,0,922.6666666666666,5201.0,296.6666666666667
ID727941336,9 Dorset St,GLEN WAVERLEY,1170000.0,t,9/09/2017,4,3.0,2.0,725.0,83.0,-37.89868,145.14635,19874,2517.217479825897,18.0,0,56.333333333333336,98.33333333333333,19.0
ID603423353,75 Canterbury Rd,BLACKBURN,1112000.0,h,17/06/2017,3,1.0,3.0,632.0,49.0,-37.83107,145.14343,19897,1170.2597843733972,30.818181818181817,0,2524.3333333333335,12864.666666666666,738.6666666666666
ID189162810,49 Northumberland Rd,SUNSHINE NORTH,710000.0,h,22/08/2016,3,1.0,1.0,610.0,79.0,-37.7719,144.8414,20004,1602.5873623533873,26.375,0,1363.6666666666667,6287.666666666667,564.3333333333334
ID824685538,1a Werona St,BENTLEIGH,670000.0,t,26/07/2016,2,2.0,1.0,123.0,12.0,-37.9307,145.0379,19937,419.26932130249855,38.266666666666666,0,925.6666666666666,4701.333333333333,308.6666666666667
ID258417681,33/305 Canterbury Rd,FOREST HILL,680000.0,h,27/05/2017,2,1.0,1.0,189.0,18.0,-37.83283,145.17533,19899,1361.6004357943405,31.666666666666668,0,2006.6666666666667,7754.333333333333,1051.3333333333333
ID684203380,12 Tanglewood St,KINGS PARK,530000.0,h,1/07/2017,3,1.0,1.0,532.0,44.0,-37.731,144.77387,20001,1759.6576405930775,34.375,0,1360.6666666666667,6408.666666666667,691.6666666666666
ID706196429,2/28 Walsh St,SOUTH YARRA,1715000.0,t,28/08/2016,3,2.0,2.0,0.0,49.0,-37.8374,144.9852,19959,638.6635625803106,12.543859649122806,0,1100.6666666666667,3636.3333333333335,457.3333333333333
ID928110411,4/40 Durham Rd,SURREY HILLS,780000.0,u,17/06/2017,3,1.0,1.0,149.0,59.0,-37.82971,145.09007,19894,615.1212922885608,25.76923076923077,0,2532.3333333333335,5455.0,713.0
ID340876681,12 John St,BENTLEIGH EAST,1306000.0,h,30/07/2016,4,2.0,1.0,651.0,14.0,-37.919,145.0558,19939,1660.6692351212605,35.15384615384615,0,925.6666666666666,4701.333333333333,308.6666666666667
ID224979768,10 Barilla Rd,MOORABBIN,935000.0,t,15/07/2017,3,2.0,2.0,280.0,34.0,-37.94111,145.0431,19872,821.3920082954115,40.166666666666664,0,84.33333333333333,293.3333333333333,23.0
ID576160610,278 Nicholson St,SEDDON,701000.0,h,30/07/2016,2,1.0,0.0,164.0,109.0,-37.8078,144.8979,19997,237.50204301569562,10.357142857142858,0,824.6666666666666,1890.3333333333333,159.33333333333334
ID351420178,140 Essex St,WEST FOOTSCRAY,912500.0,h,3/12/2016,2,1.0,1.0,444.0,79.0,-37.7933,144.876,20023,1252.9457931225918,19.4,0,268.3333333333333,736.0,128.33333333333334
ID480253155,302/366 Church St,RICHMOND,712000.0,u,26/07/2016,2,1.0,1.0,0.0,7.0,-37.823,144.9982,19907,391.39389750720704,19.4,0,824.6666666666666,1890.3333333333333,159.33333333333334
ID441507701,4/6 Turner St,MOONEE PONDS,600000.0,u,24/09/2016,2,1.0,1.0,166.0,54.0,-37.7624,144.9365,20038,1569.637854047942,22.0,0,278.0,489.0,65.0
ID664193849,344 Hampton St,HAMPTON,1875000.0,h,11/02/2017,4,2.0,3.0,685.0,69.0,-37.9412,145.0021,19949,363.02610304470113,31.5,0,1841.6666666666667,9184.666666666666,533.3333333333334
ID231107397,3 Hodgkinson St,CLIFTON HILL,1360000.0,h,27/06/2016,3,1.0,0.0,118.0,139.0,-37.7921,144.9858,19974,928.7221482132505,15.142857142857142,0,1071.3333333333333,5783.666666666667,419.6666666666667
ID422943173,33 Newstead St,MARIBYRNONG,1320000.0,h,10/09/2016,3,2.0,2.0,645.0,119.0,-37.7662,144.8971,20038,1942.0801424955198,22.0,0,610.0,1743.6666666666667,228.0
ID200382431,76 Wingate St,BENTLEIGH EAST,1205000.0,h,29/04/2017,3,3.0,2.0,604.0,59.0,-37.9362,145.0663,19872,2539.845344540027,40.166666666666664,0,959.0,4476.666666666667,324.0
ID123242864,32 Kumala Rd,BAYSWATER,930000.0,h,3/06/2017,5,2.0,2.0,992.0,49.0,-37.84613,145.25606000000005,19870,1169.1224536711086,45.083333333333336,0,97.66666666666667,233.33333333333334,26.333333333333332
ID438759403,112 Crofton Dr,WILLIAMSTOWN,1330000.0,h,12/11/2016,4,3.0,2.0,217.0,16.0,-37.8634,144.8796,19993,1071.7511148106744,20.857142857142858,0,1002.6666666666666,4068.0,328.3333333333333
ID323578566,2/15 Percival St,PRESTON,715000.0,u,8/04/2017,3,1.0,1.0,210.0,23.0,-37.7317,145.0083,20011,609.5379894438763,31.2,0,705.3333333333334,5479.666666666667,335.0
ID202987444,126 The Parade,ASCOT VALE,1010000.0,h,19/11/2016,2,1.0,1.0,325.0,49.0,-37.7722,144.9117,20039,955.2828185164856,20.0,0,2489.6666666666665,11817.333333333334,1268.6666666666667
ID423389630,76 Pridham St,PRAHRAN,1182500.0,h,7/05/2016,2,1.0,0.0,141.0,119.0,-37.852,145.0061,19946,699.7885275517334,18.214285714285715,0,659.0,5219.333333333333,338.3333333333333
ID112525602,67 Glendale Rd,SPRINGVALE,917000.0,h,12/08/2017,6,2.0,2.0,869.0,59.0,-37.93594,145.14674,19914,750.0633379430321,37.0,0,1479.3333333333333,4398.666666666667,502.0
ID434579918,102 Willis St,HAMPTON,1450000.0,h,16/09/2017,3,1.0,1.0,464.0,71.0,-37.93753,145.0102,19949,767.9992746375083,31.5,0,1841.6666666666667,9184.666666666666,533.3333333333334
ID613082626,872 Centre Rd,BENTLEIGH EAST,1185000.0,h,3/06/2017,3,2.0,2.0,644.0,7.0,-37.92332,145.07483,19916,2778.9015324497523,31.35483870967742,0,959.0,4476.666666666667,324.0
ID799457944,355 Napier St,STRATHMORE,1300000.0,h,12/11/2016,4,3.0,2.0,0.0,49.0,-37.7337,144.9184,20034,922.5619459149717,31.0,0,1363.6666666666667,6287.666666666667,564.3333333333334
ID820954068,15 Albion St,ESSENDON,900000.0,h,4/03/2017,4,2.0,1.0,288.0,39.0,-37.7562,144.9286,20037,1091.745272173056,24.0,0,330.3333333333333,1855.0,82.0
ID681950068,29 Southernhay St,RESERVOIR,1010000.0,h,6/05/2017,3,1.0,2.0,649.0,8.0,-37.7258,145.0113,20011,804.7589871380836,31.2,1,885.0,1901.0,227.66666666666666
ID352403469,3 Artemis Ct,TEMPLESTOWE LOWER,1280000.0,h,19/08/2017,4,2.0,2.0,887.0,49.0,-37.77493,145.12547,20042,4943.215176687656,25.775,0,2532.3333333333335,5455.0,713.0
ID347630439,2/26 Mercer Rd,ARMADALE,820000.0,u,3/09/2017,2,1.0,1.0,1501.0,119.0,-37.8528,145.02684,19945,775.5752129259304,19.214285714285715,0,2494.6666666666665,11307.0,1410.0
ID969285878,71 Bignell Rd,BENTLEIGH EAST,1200000.0,h,7/05/2016,4,2.0,2.0,619.0,59.0,-37.9358,145.0688,19872,2750.1803903706304,40.166666666666664,0,925.6666666666666,4701.333333333333,308.6666666666667
ID205669522,213/253 Bridge Rd,RICHMOND,370000.0,u,8/04/2017,1,1.0,1.0,3512.0,8.0,-37.8183,144.9979,19978,680.8714373926559,9.125,0,885.0,1901.0,227.66666666666666
ID777562130,51 Dent St,GLEN IRIS,2020000.0,h,10/09/2016,4,2.0,2.0,630.0,10.0,-37.8667,145.0752,19847,431.10218088241584,31.666666666666668,0,1923.6666666666667,8979.333333333334,620.3333333333334
ID546921350,15 Tirana St,MITCHAM,1237000.0,h,9/09/2017,3,2.0,2.0,534.0,49.0,-37.81059000000001,145.18975,19900,848.7888601123318,34.666666666666664,0,1471.0,7759.666666666667,779.6666666666666
ID225641305,31 Carrington Rd,NIDDRIE,1190000.0,h,19/11/2016,2,1.0,2.0,650.0,11.0,-37.7378,144.8893,20036,2975.5022883111646,27.0,0,71.0,261.0,20.0
ID487826957,15 Rathmines Rd,HAWTHORN EAST,2151000.0,h,3/12/2016,3,1.0,2.0,780.0,19.0,-37.8198,145.0465,19903,294.9378400891148,17.904761904761905,0,1144.3333333333333,6845.666666666667,375.6666666666667
ID244719271,83 Buckingham St,RICHMOND,1035000.0,h,18/03/2017,2,1.0,0.0,100.0,119.0,-37.8139,145.0042,19977,1100.273369549347,10.235294117647058,0,885.0,1901.0,227.66666666666666
ID636099396,4/10 Blair St,BENTLEIGH,1105000.0,t,13/05/2017,4,2.0,1.0,207.0,12.0,-37.9156,145.0355,19939,241.851308071512,35.15384615384615,0,959.0,4476.666666666667,324.0
ID567095782,8 Brown St,NEWPORT,1210000.0,h,16/09/2017,4,1.0,0.0,325.0,36.0,-37.84373,144.88603999999995,19994,242.30415660799184,16.310344827586206,0,84.33333333333333,293.3333333333333,23.0
ID411398457,308/163 Cremorne St,CREMORNE,565000.0,u,24/09/2016,2,1.0,1.0,0.0,12.0,-37.8301,144.9904,19908,671.066343832,9.538461538461538,0,888.0,2196.0,181.33333333333334
ID411434383,30 Newhaven Rd,BURWOOD EAST,968000.0,h,17/06/2017,3,1.0,1.0,612.0,7.0,-37.85586,145.15827,19874,2387.0675062647333,9.538461538461538,0,684.0,1695.6666666666667,161.0
ID318244889,11 Houston Ct,BROOKLYN,892000.0,h,28/08/2016,3,1.0,2.0,715.0,5.0,-37.8239,144.8431,20022,3251.8725637102943,21.4,0,431.3333333333333,971.0,220.66666666666666
ID601339119,5 Robin Ct,DONCASTER,1782000.0,h,25/02/2017,4,3.0,3.0,586.0,17.0,-37.7739,145.1287,20042,5085.453842569999,25.775,0,1666.0,9333.666666666666,523.0
ID482100143,14 Beenak St,RESERVOIR,572000.0,h,23/04/2016,3,1.0,2.0,41400.0,89.0,-37.7104,145.0257,20009,1452.172103724908,35.2,0,824.6666666666666,1890.3333333333333,159.33333333333334
ID427107786,2 Hardwood Ct,MITCHAM,1150000.0,h,23/09/2017,5,2.0,2.0,588.0,49.0,-37.81153,145.1855,19900,918.9038538288564,34.666666666666664,0,1471.0,7759.666666666667,779.6666666666666
ID720411446,45A Helston St,BALWYN NORTH,1460000.0,h,12/08/2017,4,2.0,2.0,433.0,64.0,-37.78368,145.09545,19896,4076.7825972878545,28.785714285714285,0,959.0,4476.666666666667,324.0
ID819556834,3/61 Martin St,BRIGHTON,880000.0,u,22/05/2016,3,1.0,1.0,138.0,54.0,-37.896,144.9957,19953,747.9049963380394,23.5,0,2744.3333333333335,10289.666666666666,780.0
ID741708683,11 Grange Rd,AIRPORT WEST,975500.0,h,26/08/2017,3,1.0,1.0,697.0,109.0,-37.73254,144.88321000000005,20036,3700.9827123871537,27.0,0,1214.6666666666667,5603.666666666667,375.3333333333333
ID578887412,50 Canterbury St,RICHMOND,827500.0,h,28/05/2016,2,1.0,0.0,127.0,119.0,-37.8251,145.0063,19906,295.2643145425854,11.904761904761905,0,824.6666666666666,1890.3333333333333,159.33333333333334
ID368987230,34 Lincoln Rd,ESSENDON,1400000.0,h,13/05/2017,3,1.0,1.0,578.0,54.0,-37.7526,144.9089,20037,746.1514492752515,24.0,0,330.3333333333333,1855.0,82.0
ID845237330,23 Dean St,PRESTON,1260000.0,h,14/05/2016,4,3.0,2.0,654.0,69.0,-37.7365,145.0173,20012,1496.7018295969735,28.3,0,659.0,5219.333333333333,338.3333333333333
